Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Role	Utterance	Age
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	36
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he does	36
theory of mind	epistemic	think	n't	do	do	I	I	Father	no I do n't think so	36
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	36
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	36
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Father	do n't know	36
theory of mind	epistemic	think	n't	do	do	I	I	Father	no I do n't think he is is he	36
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	36
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	36
theory of mind	epistemic	remember	n't	ca	can	I	I	Mother	I ca n't remember	38
theory of mind	epistemic	know	not	do	do	do	do	Target_Child	I do not know	38
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	38
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think she 'd be very happy	38
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think we 've got a Humpty_Dumpty story it 's a nursery rhyme is n't it	38
theory of mind	epistemic	think	n't	do	do	NONE	NONE	Mother	do n't think I 've ever sat at the breakfast table with a horse before	38
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think I can talk at all because the toast is so crunchy	38
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it 's raining at the moment is it	38
theory of mind	epistemic	think	n't	do	do	I	I	Mother	oh I do n't think Purdie has ever seen a donkey Thomas	38
theory of mind	epistemic	think	n't	do	do	I	I	Mother	oh goodness me I do n't think they 'll bother having a donkey ride then	38
theory of mind	epistemic	think	n't	do	do	you	you	Mother	there 's usually somebody with you walking along and I do n't think they would let you go beside the sea because I do n't think the donkeys would like the sea do you	38
theory of mind	epistemic	think	n't	do	do	donkeys	donkey	Mother	there 's usually somebody with you walking along and I do n't think they would let you go beside the sea because I do n't think the donkeys would like the sea do you	38
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what 's the matter with you	38
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what you 're saying darling	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	24
theory of mind	epistemic	think	n't	do	do	I	I	Father	I do n't think so	38
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	no I do n't think so	38
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	38
theory of mind	epistemic	know	n't	do	do	I	I	Mother	oh I do n't know where that is	38
theory of mind	epistemic	know	n't	ca	can	you	you	Target_Child	you ca n't know what it is	38
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	38
theory of mind	epistemic	know	n't	NONE	NONE	I	I	Target_Child	I  n't know	33
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know Joann I guess	33
theory of mind	epistemic	know	n't	does	do	Mama	Mama	Mother	Mama does n't know how to make a clown	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what that was	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know a word you 're saying	33
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know how to read but you can tell me and I 'll say	65
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	cause I do n't know how to read remember	65
theory of mind	epistemic	know	n't	did	do	I	I	Target_Child	hey I did n't know a cat was up there	65
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if they fry them into hamburgers but they do take their tusks and they make jewelry out of it and it 's really unique	65
theory of mind	epistemic	know	n't	did	do	I	I	Target_Child	I did n't know they were so heavy	65
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	65
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	65
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	65
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	65
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	65
theory of mind	epistemic	know	n't	did	do	I	I	Mother	I did n't know that	65
theory of mind	epistemic	know	n't	did	do	I	I	Mother	that 's neat I did n't know that either	65
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	65
theory of mind	epistemic	think	n't	do	do	NONE	NONE	Mother	do n't think so	38
theory of mind	epistemic	know	n't	do	do	I	I	Mother	oh I do n't know	38
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	23
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	23
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	23
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	23
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	23
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	23
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	23
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know four	23
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	23
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	23
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	23
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	23
theory of mind	epistemic	think	n't	do	do	you	you	Mother	no you do n't think he has sharp teeth	18
theory of mind	epistemic	know	n't	did	do	I	I	Mother	I did n't know that	18
theory of mind	epistemic	know	n't	do	do	I	I	Mother	sweetie I do n't know what you 're pointing at	18
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where the fly went	18
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know why it 's falling down	37
theory of mind	epistemic	know	n't	did	do	I	I	Target_Child	I did n't know we did n't need that	37
theory of mind	epistemic	think	not	NONE	NONE	you	you	Father	you 're not thinking about anything	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	you	you	Father	you do n't know	39
theory of mind	epistemic	know	n't	do	do	you	you	Father	well who knows if you do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know when I haf ta do gym	67
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know about in the dark	67
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	but my do n't know	22
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you 'd better eat an apple right now Laura	22
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	33
theory of mind	epistemic	know	n't	did	do	I	I	Mother	I did n't know myself	33
theory of mind	epistemic	think	n't	do	do	it	it	Mother	but I do n't think it 's as_soon_as that	33
theory of mind	epistemic	know	n't	did	do	I	I	Mother	I did n't know	33
theory of mind	epistemic	remember	n't	ca	can	NONE	NONE	Mother	ca n't remember really	33
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think there 's much difference in them	33
theory of mind	epistemic	think	n't	do	do	we	we	Mother	but we do n't think I 'd feel like it	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	33
theory of mind	epistemic	know	n't	does	do	girl	girl	Mother	sometimes that wee girl does n't know how to be bad enough	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if she 's saying it an awful lot	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where it comes from	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where she got that from	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	and I still do n't know to this day where she got that from	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	so I do n't know where they pick half the things up	33
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	30
theory of mind	epistemic	know	n't	did	do	I	I	Target_Child	yeah I did n't know that	56
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know how it happened though	56
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know why you broke it you broke it	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	55
theory of mind	epistemic	know	n't	did	do	boys	boy	Mother	at one point the boys did n't know whether Pascal had turned right or left so they split up into several groups	55
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	55
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think there are any flys on here at all	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think this is a wild success is it	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think your puzzle really is for your digger to roll across is it	24
theory of mind	epistemic	know	n't	do	do	we	we	Mother	we do n't know what happened to two do we	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think car 's a suitable name is it	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	well I do n't think we 've got a bear to feed him with have we	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I bet you do n't know what that is	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that one 's big enough Aran	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you know do you	24
theory of mind	epistemic	know	n't	did	do	she	she	Mother	the only ones she did n't know were the things that I did n't quite know what they were until I looked	24
theory of mind	epistemic	think	n't	ca	can	you	you	Mother	you ca n't think of anything	67
theory of mind	epistemic	think	n't	does	do	Monster	Monster	Target_Child	blue Monster does n't think it 's good	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	yeah but I do n't know what I did	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	remember	n't	do	do	you	you	Father	you do n't remember how we got in the house	43
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what you call it	51
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	51
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	51
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	51
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	55
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	55
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	55
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know where h is	55
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think it is fun	55
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think in Thomas because we have n't got any red barriers have we	55
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I think so because I do n't think I can work anymore after that fall	55
theory of mind	epistemic	think	not	NONE	NONE	I	I	Mother	do you not think I need a service engineer though if my car's broke	55
theory of mind	epistemic	think	not	NONE	NONE	you	you	Mother	do you not think I need a service engineer if the car 's broke	55
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	55
theory of mind	epistemic	remember	n't	ca	can	NONE	NONE	Mother	one of these things that you ca n't say is it because you ca n't pronounce it or ca n't remember the name	55
theory of mind	epistemic	remember	n't	ca	can	it	it	Mother	it 's just you ca n't remember the name	55
theory of mind	epistemic	think	n't	do	do	I	I	Mother	well I do n't think he puts them out for the pigeons he puts them out for the birds	55
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know whether he 's been rained on	55
theory of mind	epistemic	know	n't	does	do	he	he	Target_Child	he does n't know he 's being watched	55
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you would remember but when you were very young we had a little squirrel and we had some tubs out here	55
theory of mind	epistemic	know	n't	do	do	they	they	Target_Child	well they do n't know if it 's blue	55
theory of mind	epistemic	know	n't	NONE	NONE	they	they	Target_Child	they wo n't know it blue when it 's a box and they wo n't see if it 's blue or green	55
theory of mind	epistemic	think	not	NONE	NONE	you	you	Mother	you not think they 'd be cross	55
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you 'll get a lot of milk out of her	55
theory of mind	epistemic	know	n't	does	do	baby	baby	Target_Child	the baby does n't know what his hair is	39
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	47
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	47
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	44
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he has a favorite book of his own	44
theory of mind	epistemic	know	n't	did	do	I	I	Mother	I bet you did n't know the digger fitted on there	54
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know whether to have some hula hoops as well	54
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	54
theory of mind	epistemic	know	n't	did	do	I	I	Mother	I did n't know who his Mummy was	54
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know why people look in them	54
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know about East_Didsbury station but the Burnage station the trains go to Windermere	54
theory of mind	epistemic	think	n't	ca	can	I	I	Mother	I ca n't think which part of Wales	54
theory of mind	epistemic	know	n't	do	do	I	I	Mother	the seaside but I do n't know which part	54
theory of mind	epistemic	know	n't	do	do	Mummy	Mummy	Mother	well Mummy and Daddy had coffee and I do n't know what you had	54
